Locality,Unit,Sample,Type,Composition,Zircon,CA Temp,CA Duration (hrs),Notes,age68,2s_68,638 Rel. Unc (permille),76 Age (Ma),76 Age_unc (Ma),76 Rel. Unc (permille),Age_synth (Ma),Unc_synth (permille),U (ppm),Th/U,Pb* (pg),Pbc (pg),Pb*/Pbc,U (ng),U (pg),Lab,Year ,Reference,DOI,StudyID,1000,,
Deccan Traps,Kedagaon-Supe,RBBR,Ash,Basaltic,z3-KMS,,,,66.217,0.059,0.89,,,,66.217,0.891009862,,0.8,8.64,0.36,24,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z4-BS,,,,65.95,0.48,7.28,,,,65.95,7.278241092,,0.85,1.8,0.9,2,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z2-KMS,,,,65.98,0.19,2.88,,,,65.98,2.879660503,,1.03,2.46,0.41,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z1-KMS,,,,66.03,0.11,1.67,,,,66.03,1.665909435,,0.95,4.7,0.47,10,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z7-BS,,,,66.04,0.19,2.88,,,,66.04,2.877044216,,0.82,2.76,0.46,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z4-KMS,,,,66.05,0.12,1.82,,,,66.05,1.81680545,,0.88,3.51,0.39,9,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z11-BS,,,,66.06,0.15,2.27,,,,66.06,2.270663034,,1.01,3.36,0.48,7,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z2-BS,,,,66.07,0.14,2.12,,,,66.07,2.118964734,,0.89,4.96,0.62,8,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z3-KMS,,,,66.08,0.12,1.82,,,,66.08,1.81598063,,1.41,4.5,0.45,10,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z12-BS,,,,66.08,0.18,2.72,,,,66.08,2.723970944,,0.84,2.7,0.45,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z1-BS,,,,66.1,0.36,5.45,,,,66.1,5.446293495,,0.82,3.24,1.08,3,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z7-KMS,,,,66.11,0.24,3.63,,,,66.11,3.630313115,,0.83,2.48,0.62,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z8-BS,,,,66.14,0.19,2.87,,,,66.14,2.872694285,,0.81,2.8,0.56,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z5-KMS,,,,66.15,0.19,2.87,,,,66.15,2.872260015,,1.08,2.76,0.46,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z5-BS,,,,66.19,0.4,6.04,,,,66.19,6.043208944,,0.77,1.35,0.45,3,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z8b-KMS,,,,66.21,0.13,1.96,,,,66.21,1.96344963,,1.07,4.23,0.47,9,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z6-BS,,,,66.23,0.19,2.87,,,,66.23,2.868790578,,1.09,2.22,0.37,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z6-KMS,,,,66.3,0.25,3.77,,,,66.3,3.770739065,,0.83,2.36,0.59,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,Kedagaon-Supe,RBBS,Ash,Basaltic,z9-BS,,,,66.31,0.23,3.47,,,,66.31,3.468556779,,0.92,2.5,0.5,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBL,Ash,Basaltic,z7-KMS,,,,66.201,0.082,1.24,,,,66.201,1.238651984,,1.16,4.48,0.28,16,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBL,Ash,Basaltic,z5-KMS,,,,66.205,0.097,1.47,,,,66.205,1.465146137,,0.91,5.52,0.46,12,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBL,Ash,Basaltic,z3-KMS,,,,66.26,0.3,4.53,,,,66.26,4.527618473,,2.42,2.85,0.57,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBL,Ash,Basaltic,z9-KMS,,,,66.42,0.28,4.22,,,,66.42,4.215597712,,1.32,2.3,0.46,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBL,Ash,Basaltic,z10-KMS,,,,66.52,0.22,3.31,,,,66.52,3.307276007,,1.26,1.9,0.38,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,zt3_MPE,,,,66.044,0.066,1,,,,66.044,0.999333777,,0.74,4.37,0.23,19,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,bz2_BS,,,,66.058,0.039,0.59,,,,66.058,0.590390263,,0.93,5.46,0.21,26,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,tz2_BS,,,,66.061,0.052,0.79,,,,66.061,0.787151269,,0.83,11.56,0.68,17,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,zt2_MPE,,,,66.066,0.071,1.07,,,,66.066,1.074682893,,0.93,5.22,0.18,29,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,tz3_BS,,,,66.078,0.049,0.74,,,,66.078,0.741547868,,0.71,5,0.25,20,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,tz1_BS,,,,66.085,0.053,0.8,,,,66.085,0.801997428,,0.82,5.04,0.24,21,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,z3-KMS,,,,66.086,0.096,1.45,,,,66.086,1.452652604,,0.73,4.32,0.36,12,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,bz1_BS,,,,66.098,0.07,1.06,,,,66.098,1.059033556,,0.84,8.8,0.55,16,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,zt4_MPE,,,,66.104,0.069,1.04,,,,66.104,1.043809754,,0.85,3.22,0.23,14,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,zt6_MPE,,,,66.122,0.068,1.03,,,,66.122,1.028402045,,0.83,3.36,0.24,14,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,z1-KMS,,,,66.15,0.12,1.81,,,,66.15,1.814058957,,0.64,4.32,0.36,12,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,z4-KMS,,,,66.15,0.11,1.66,,,,66.15,1.662887377,,0.82,3.3,0.33,10,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,z2-KMS,,,,66.151,0.041,0.62,,,,66.151,0.619794107,,1.2,19.76,0.52,38,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBI,Ash,Basaltic,z5-KMS,,,,66.304,0.073,1.1,,,,66.304,1.100989382,,0.99,11.6,0.29,40,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBM,Ash,Basaltic,z4-KMS,,,,65.98,0.28,4.24,,,,65.98,4.243710215,,0.92,1.76,0.44,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBM,Ash,Basaltic,z6-KMS,,,,65.99,0.6,9.09,,,,65.99,9.09228671,,0.99,0.88,0.44,2,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBM,Ash,Basaltic,z2-KMS,,,,66.06,0.15,2.27,,,,66.06,2.270663034,,1.14,2.88,0.32,9,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBM,Ash,Basaltic,z1-KMS,,,,66.07,0.22,3.33,,,,66.07,3.329801725,,0.88,5.6,1.12,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBM,Ash,Basaltic,z2_BS,,,,66.148,0.085,1.28,,,,66.148,1.284997279,,1.03,2.28,0.19,12,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBM,Ash,Basaltic,z3_BS,,,,66.17,0.5,7.56,,,,66.17,7.556294393,,0.82,0.98,0.49,2,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBM,Ash,Basaltic,z3-KMS,,,,66.2,0.59,8.91,,,,66.2,8.912386707,,1.02,0.92,0.46,2,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,WestPune,RBBM,Ash,Basaltic,z1_BS,,,,66.35,0.26,3.92,,,,66.35,3.918613414,,1.12,0.9,0.3,3,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z3-KMS,,,,65.93,0.11,1.67,,,,65.93,1.66843622,,0.87,3.74,0.34,11,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z3_MPE,,,,65.96,0.24,3.64,,,,65.96,3.63856883,,0.96,2.28,0.76,3,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z2_MPE,,,,66.02,0.14,2.12,,,,66.02,2.120569524,,0.95,3.72,0.62,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z4-KMS,,,,66.02,0.11,1.67,,,,66.02,1.666161769,,0.91,2,0.2,10,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z2_BS,,,,66.047,0.04,0.61,,,,66.047,0.605629325,,0.9,4,0.16,25,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z1_BS,,,,66.051,0.035,0.53,,,,66.051,0.529893567,,0.85,7.74,0.18,43,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z1-KMS,,,,66.075,0.07,1.06,,,,66.075,1.059402194,,0.88,5.7,0.3,19,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z3_BS,,,,66.1,0.16,2.42,,,,66.1,2.420574887,,0.89,2.22,0.37,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z4_BS,,,,66.11,0.17,2.57,,,,66.11,2.571471789,,0.88,2.2,0.44,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z5-KMS,,,,66.2,0.25,3.78,,,,66.2,3.776435045,,1.02,3.24,0.81,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z2-KMS,,,,66.25,0.11,1.66,,,,66.25,1.660377358,,0.96,2.28,0.19,12,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBJ,Ash,Basaltic,z1_MPE,,,,66.51,0.22,3.31,,,,66.51,3.307773267,,1.32,0.92,0.23,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zb3_MPE,,,,65.881,0.097,1.47,,,,65.881,1.472351664,,1.28,19.6,1.96,10,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zb2_MPE,,,,65.885,0.043,0.65,,,,65.885,0.652652349,,1.26,10.25,0.41,25,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zt4_MPE,,,,65.89,0.29,4.4,,,,65.89,4.401274852,,1.02,1.04,0.26,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zm1_MPE,,,,65.893,0.027,0.41,,,,65.893,0.409755209,,1.29,12.24,0.18,68,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z1-KMS,,,,65.91,0.096,1.46,,,,65.91,1.456531634,,0.98,3.6,0.3,12,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zt1_MPE,,,,65.939,0.047,0.71,,,,65.939,0.712779994,,1.09,9.36,0.26,36,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zm2_MPE,,,,65.94,0.16,2.43,,,,65.94,2.426448286,,1.05,1.8,0.3,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z8-KMS,,,,66,0.11,1.67,,,,66,1.666666667,,1.26,1.7,0.17,10,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zt3_MPE,,,,66,0.13,1.97,,,,66,1.96969697,,0.99,9.44,1.18,8,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zb4_MPE,,,,66.023,0.087,1.32,,,,66.023,1.317722612,,1.15,6.7,0.67,10,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z4_BS,,,,66.03,0.11,1.67,,,,66.03,1.665909435,,1.11,4.29,0.39,11,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z3_BS,,,,66.05,0.16,2.42,,,,66.05,2.422407267,,1.23,2.7,0.3,9,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z5_BS,,,,66.05,0.24,3.63,,,,66.05,3.633610901,,1.06,1.95,0.39,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zt2_MPE,,,,66.051,0.053,0.8,,,,66.051,0.802410259,,0.9,5.1,0.3,17,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z7-KMS,,,,66.07,0.14,2.12,,,,66.07,2.118964734,,0.9,2.61,0.29,9,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z1_BS,,,,66.074,0.026,0.39,,,,66.074,0.393498199,,1.13,30.75,0.25,123,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z5-KMS,,,,66.096,0.035,0.53,,,,66.096,0.529532801,,1.05,9.61,0.31,31,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z2_BS,,,,66.098,0.041,0.62,,,,66.098,0.620291083,,0.9,10.15,0.29,35,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z4-KMS,,,,66.1,0.1,1.51,,,,66.1,1.512859304,,1.29,1.8,0.2,9,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z6-KMS,,,,66.13,0.039,0.59,,,,66.13,0.589747467,,1.84,17.2,0.4,43,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,z9_BS,,,,66.17,0.2,3.02,,,,66.17,3.022517757,,0.92,1.68,0.28,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBH,Ash,Basaltic,zb1_MPE,,,,66.17,0.15,2.27,,,,66.17,2.266888318,,0.89,1.75,0.35,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z2_KMS,,,,65.86,0.37,5.62,,,,65.86,5.617977528,,0.74,1.58,0.79,2,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z5_KMS,,,,65.9,0.15,2.28,,,,65.9,2.276176024,,0.8,2.75,0.55,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z1_KMS,,,,65.92,0.19,2.88,,,,65.92,2.882281553,,0.77,4.04,1.01,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,zM3_MPE,,,,65.97,0.13,1.97,,,,65.97,1.970592694,,0.77,1.98,0.33,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z3_KMS,,,,65.98,0.23,3.49,,,,65.98,3.48590482,,0.93,2.24,0.56,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,mz2_BS,,,,65.985,0.045,0.68,,,,65.985,0.681973176,,0.85,6.46,0.34,19,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,mz1_BS,,,,65.99,0.07,1.06,,,,65.99,1.060766783,,0.74,9.79,0.89,11,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z4_KMS,,,,65.99,0.4,6.06,,,,65.99,6.061524473,,0.74,1.36,0.68,2,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z6_BS,,,,66.01,0.28,4.24,,,,66.01,4.241781548,,0.87,0.93,0.31,3,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,zM2_MPE,,,,66.02,0.13,1.97,,,,66.02,1.969100273,,0.74,2.1,0.35,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,zM4_MPE,,,,66.02,0.13,1.97,,,,66.02,1.969100273,,0.85,1.98,0.33,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,zM5_MPE,,,,66.053,0.075,1.14,,,,66.053,1.135451834,,0.94,2.4,0.2,12,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z6_KMS,,,,66.06,0.35,5.3,,,,66.06,5.298213745,,0.81,1.04,0.52,2,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,mz4_BS,,,,66.065,0.053,0.8,,,,66.065,0.802240218,,0.72,3.75,0.25,15,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z5_BS,,,,66.08,0.13,1.97,,,,66.08,1.967312349,,0.85,2.7,0.45,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,mz7_BS,,,,66.09,0.21,3.18,,,,66.09,3.177485247,,0.69,0.64,0.16,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,mz9_BS,,,,66.12,0.47,7.11,,,,66.12,7.108287961,,0.92,0.8,0.4,2,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z2_BS,,,,66.14,0.27,4.08,,,,66.14,4.082249773,,0.73,1.56,0.39,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,z3_BS,,,,66.18,0.37,5.59,,,,66.18,5.590812934,,0.76,1.23,0.41,3,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,mz6_BS,,,,66.29,0.19,2.87,,,,66.29,2.866193996,,0.82,0.96,0.24,4,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,KatrajGhat,RBBF,Ash,Basaltic,zM1_MPE,,,,66.35,0.14,2.11,,,,66.35,2.110022607,,0.77,1.4,0.28,5,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,SinhagadFortSection,RBAO,Ash,Basaltic,z1_MPE,,,,65.872,0.089,1.35,,,,65.872,1.351105174,,1.22,3.08,0.28,11,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,SinhagadFortSection,RBAO,Ash,Basaltic,z2_MPE,,,,65.92,0.16,2.43,,,,65.92,2.427184466,,1.47,4.08,0.68,6,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,SinhagadFortSection,RBAO,Ash,Basaltic,z6-KMS,,,,65.92,0.61,9.25,,,,65.92,9.253640777,,1.37,0.7,0.35,2,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,SinhagadFortSection,RBAO,Ash,Basaltic,z5_MPE,,,,65.93,0.14,2.12,,,,65.93,2.12346428,,1.2,1.75,0.25,7,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
Deccan Traps,SinhagadFortSection,RBAO,Ash,Basaltic,z3_MPE,,,,65.94,0.28,4.25,,,,65.94,4.246284501,,1.28,1.26,0.42,3,,,PU/MIT,2019,Schoene et al. (2019),https://doi.org/10.1126/science.aau2422,96, ,,
